% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.025500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.619869492e+01 -6.635130508e+01 -6.635130508e+01 -4.0986e+00 -2.1728e+00
2 0 +2.386864962e+01 -7.868135038e+01 -7.868135038e+01 -3.8267e+00 -2.9200e+00
3 0 +1.160074428e+01 -9.094925572e+01 -9.094925572e+01 -5.5687e-01 +3.8668e-01
5 0 +1.112724403e+01 -9.142275597e+01 -9.142275597e+01 -1.8162e+00 -3.0016e+00
13 0 +6.501714257e+00 -9.604828574e+01 -9.604828574e+01 +1.3319e+00 +2.5473e+00
16 0 +2.530256194e+00 -1.000197438e+02 -1.000197438e+02 +7.8621e-01 +3.0499e+00
39 0 +6.511811608e-01 -1.018988188e+02 -1.018988188e+02 -7.0081e-01 +4.6031e-01
84 0 +2.476746187e-01 -1.023023254e+02 -1.023023254e+02 +5.6830e-01 +2.0457e-01
114 0 +9.141479356e-02 -1.024585852e+02 -1.024585852e+02 +1.5636e+00 -1.2005e-01
328 0 +8.277571361e-02 -1.024672243e+02 -1.024672243e+02 +2.6077e-02 -1.3283e-01
452 0 +3.459596600e-02 -1.025154040e+02 -1.025154040e+02 +8.4822e-01 +3.8729e+00
1010 0 +2.652174745e-02 -1.025234783e+02 -1.025234783e+02 -4.2292e-02 +1.2011e+00
1139 0 +2.571867297e-02 -1.025242813e+02 -1.025242813e+02 -5.0688e-02 +1.1558e+00
1369 0 +6.800160098e-03 -1.025431998e+02 -1.025431998e+02 -8.5745e-02 +9.7516e-01
1485 0 +4.522378445e-03 -1.025454776e+02 -1.025454776e+02 -6.8217e-02 +1.1009e+00
1570 0 +1.921807582e-03 -1.025480782e+02 -1.025480782e+02 -8.5745e-02 +1.0145e+00
1773 0 +1.013524099e-03 -1.025489865e+02 -1.025489865e+02 -9.9169e-02 +9.4448e-01
1994 0 +9.748342150e-04 -1.025490252e+02 -1.025490252e+02 -9.9169e-02 +9.4389e-01
2060 0 +1.548282253e-04 -1.025498452e+02 -1.025498452e+02 -1.1229e-01 +8.5679e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.169000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.841074049e+01 +9.010074049e+01 +9.010074049e+01 +5.1004e-01 +1.8633e+00
