% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.025500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.739943909e+01 -6.515056091e+01 -6.515056091e+01 -3.1497e+00 -1.0660e+00 -3.3227e+00
5 0 +8.412734629e+00 -9.413726537e+01 -9.413726537e+01 -1.7177e+00 +1.0800e+00 +6.2965e-01
23 0 +6.117004091e+00 -9.643299591e+01 -9.643299591e+01 +1.2354e-01 -1.5305e+00 +1.9929e+00
59 0 +2.211890210e+00 -1.003381098e+02 -1.003381098e+02 +5.3589e-01 +8.9589e-01 +8.3460e-01
116 0 +1.972695948e+00 -1.005773041e+02 -1.005773041e+02 -4.8308e-01 -1.8064e+00 +3.1163e-01
178 0 +3.458214380e-01 -1.022041786e+02 -1.022041786e+02 +3.9817e-01 -8.2947e-01 +2.6588e-01
484 0 +2.595180819e-01 -1.022904819e+02 -1.022904819e+02 -5.3511e-01 -1.0251e-01 +1.2275e+00
716 0 +3.416716473e-02 -1.025158328e+02 -1.025158328e+02 -7.3303e-02 +7.2930e-03 +2.9879e-01
905 0 +1.509634209e-02 -1.025349037e+02 -1.025349037e+02 -2.2366e-01 +4.7096e-01 -5.9932e-01
2239 0 +1.323041396e-02 -1.025367696e+02 -1.025367696e+02 -1.9576e-01 +4.5234e-01 -5.8301e-01
2391 0 +9.152074951e-03 -1.025408479e+02 -1.025408479e+02 -6.1781e-02 +2.8511e-01 -5.9079e-01
2461 0 +5.955300407e-03 -1.025440447e+02 -1.025440447e+02 -1.5012e-01 +3.5241e-01 -6.4850e-01
2575 0 +2.715623504e-03 -1.025472844e+02 -1.025472844e+02 -1.1217e-01 +3.2832e-01 -6.4967e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.169000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.602072406e+01 +9.771072406e+01 +9.771072406e+01 -1.9283e+00 +3.6885e+00 -6.0919e-01
2 0 +1.267509095e+01 +8.436509095e+01 +8.436509095e+01 -7.3303e-01 -3.4511e-01 +5.3800e-01
5 0 +1.168595379e+01 +8.337595379e+01 +8.337595379e+01 +8.7100e-01 +1.7299e+00 +1.3866e+00
15 0 +9.675775316e+00 +8.136577532e+01 +8.136577532e+01 +2.3130e+00 -2.2669e+00 -2.8065e+00
18 0 +9.345236507e+00 +8.103523651e+01 +8.103523651e+01 -4.3086e-01 +4.0744e-02 +1.7403e+00
25 0 +9.226104278e+00 +8.091610428e+01 +8.091610428e+01 -1.8122e+00 -1.1898e+00 +1.6204e+00
28 0 +5.535654202e-01 +7.224356542e+01 +7.224356542e+01 -5.3786e-02 +6.9872e-01 -1.6121e+00
411 0 +3.112535993e-01 +7.200125360e+01 +7.200125360e+01 -1.0990e+00 +4.8513e-01 +7.0330e-01
499 0 +1.214551122e-01 +7.181145511e+01 +7.181145511e+01 -1.0408e+00 +4.8513e-01 +6.4825e-01
658 0 +7.842054907e-02 +7.176842055e+01 +7.176842055e+01 -4.9220e-01 +7.3279e-02 +7.1818e-01
1531 0 +7.123330919e-02 +7.176123331e+01 +7.176123331e+01 -4.4586e-01 +8.5818e-02 +6.3058e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.140100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
