% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.025500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.799072000e+01 -7.455928000e+01 -7.455928000e+01 +1.6297e+00 +2.6938e+00 -2.4060e+00 +2.7527e+00 -4.1137e+00 +2.5066e+00 -1.6893e-01 -2.8611e+00 +1.4046e+00 +2.2765e+00
8 0 +1.878448051e+01 -8.376551949e+01 -8.376551949e+01 +1.7298e+00 -1.0907e+00 +1.3576e+00 -2.8317e+00 +1.8791e+00 +1.4845e+00 -4.4391e+00 +1.3915e+00 -2.0003e+00 +2.0087e+00
23 0 +1.278432565e+01 -8.976567435e+01 -8.976567435e+01 -4.0074e+00 -2.7188e+00 -2.5163e+00 -4.6218e-01 -9.0442e-01 -1.9606e+00 +1.3668e+00 +7.1368e-01 +2.0118e-01 +1.3130e+00
102 0 +8.658828722e+00 -9.389117128e+01 -9.389117128e+01 -1.4455e+00 +1.0512e+00 -1.0552e+00 +2.8210e+00 -3.1979e+00 -1.9128e+00 +1.1215e+00 -6.8324e-01 +1.9132e-01 +4.4455e-01
128 0 +6.183029581e+00 -9.636697042e+01 -9.636697042e+01 -1.4116e+00 -7.4930e-01 +1.8584e+00 +1.3894e+00 +1.8143e+00 +1.0215e+00 +3.7597e-01 -5.1099e-01 +7.1572e-01 +4.6617e-01
305 0 +5.931531173e+00 -9.661846883e+01 -9.661846883e+01 -4.1489e-01 +1.8057e+00 +6.0718e-01 +1.1559e+00 -7.5924e-01 +1.4774e+00 -2.3178e-01 -1.1051e+00 -1.3383e-01 -7.2470e-01
412 0 +4.296431963e+00 -9.825356804e+01 -9.825356804e+01 -3.7902e-01 +5.6552e-01 -5.8839e-01 +1.4033e+00 -6.0247e-01 -2.7585e-01 +1.3384e+00 -5.8976e-01 -1.1050e+00 -2.3042e-01
560 0 +3.919805778e+00 -9.863019422e+01 -9.863019422e+01 -4.8427e-01 +1.6184e+00 +6.2052e-01 +1.4027e+00 -8.0350e-01 +1.4720e+00 -3.7237e-01 -1.3488e+00 -1.0306e-01 -6.2663e-01
1783 0 +3.599399046e+00 -9.895060095e+01 -9.895060095e+01 -2.2382e-01 +8.0512e-01 -4.5375e-02 +6.5131e-01 -5.2243e-01 -1.1653e-01 +1.8465e-01 -7.7390e-01 -7.3757e-01 -3.3855e-01
2082 0 +3.000317397e+00 -9.954968260e+01 -9.954968260e+01 -3.2543e-01 +7.3016e-01 -1.8588e-01 +7.7395e-01 -6.4273e-01 -2.7837e-01 +3.1721e-01 -9.6059e-01 -7.0780e-01 -3.4919e-01
2184 0 +2.806218093e+00 -9.974378191e+01 -9.974378191e+01 -1.5978e-01 +6.1879e-01 -9.1857e-02 +7.0124e-01 -5.1117e-01 -3.2467e-01 +5.0372e-01 -1.0768e+00 -8.2134e-01 -1.2249e-01
3688 0 +2.708171669e+00 -9.984182833e+01 -9.984182833e+01 -1.5532e-01 +9.3365e-01 +1.7117e-02 +7.6064e-01 -5.0475e-01 -1.6867e-01 +2.0836e-01 -8.5822e-01 -7.4484e-01 -3.6647e-01
3893 0 +2.456837633e+00 -1.000931624e+02 -1.000931624e+02 -5.4263e-01 +6.2495e-01 -1.2517e-01 +7.1650e-01 -4.7596e-01 -1.8049e-01 +3.3896e-01 -8.8945e-01 -7.3828e-01 -2.4382e-02
4377 0 +2.419054813e+00 -1.001309452e+02 -1.001309452e+02 -5.6256e-01 +7.3718e-01 -1.7248e-01 +4.5469e-01 -6.2072e-01 -2.5564e-01 +5.0206e-01 -8.1052e-01 -7.6050e-01 -2.3087e-01
9440 0 +1.887326041e+00 -1.006626740e+02 -1.006626740e+02 -4.6683e-01 +9.5000e-01 -1.0429e-01 +9.0885e-01 -7.0656e-01 -3.0368e-01 +1.7121e-01 -7.2674e-01 -6.0083e-01 -2.3162e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.169000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.003330785e+02 +1.720230785e+02 +1.720230785e+02 -4.6099e+00 -4.9934e+00 -4.0468e+00 -7.0382e-01 +3.2450e+00 +4.1337e-02 +4.8896e-01 -2.4790e+00 +3.2416e+00 +2.8716e+00
2 0 +2.819431470e+01 +9.988431470e+01 +9.988431470e+01 +3.5835e+00 -1.5458e+00 +4.1307e+00 -2.5892e+00 +3.4336e+00 -4.2909e+00 +3.0894e+00 -1.7984e+00 -2.0710e+00 -2.9336e-01
8 0 +1.792293621e+01 +8.961293621e+01 +8.961293621e+01 -3.1895e+00 -4.1268e+00 +3.4446e+00 +2.1984e-01 -3.4222e-01 +3.0169e-01 +9.8495e-01 -4.8415e-01 +1.7422e-01 -1.6838e+00
20 0 +1.765975175e+01 +8.934975175e+01 +8.934975175e+01 -1.8602e+00 +5.1983e-02 +3.2329e+00 +7.5707e-01 -6.5819e-01 -3.4061e+00 +2.7061e+00 -1.9943e+00 +3.0046e+00 -1.5995e+00
37 0 +1.502964700e+01 +8.671964700e+01 +8.671964700e+01 +3.2460e+00 -1.0291e+00 -9.0634e-01 -1.0411e+00 +2.0600e+00 -3.9972e+00 +1.1463e+00 +6.1747e-02 -3.0162e+00 -2.4668e+00
106 0 +1.347223351e+01 +8.516223351e+01 +8.516223351e+01 +3.2460e+00 -1.0291e+00 -9.0634e-01 -1.0411e+00 +2.0600e+00 -4.1295e+00 +1.1463e+00 +1.0584e-02 -3.0231e+00 -2.2159e+00
128 0 +1.266981919e+01 +8.435981919e+01 +8.435981919e+01 +3.4624e+00 +6.1309e-01 +2.1523e+00 -6.1275e-01 +1.2761e-01 -5.8679e-01 -6.1178e-01 -2.1992e+00 -1.2994e+00 +2.0054e+00
130 0 +1.233925785e+01 +8.402925785e+01 +8.402925785e+01 +7.8043e-02 -6.0791e-01 +6.7683e-02 -1.4977e+00 -8.7330e-01 +8.1622e-01 +3.5720e+00 -1.7672e+00 -1.7786e+00 +8.7852e-02
142 0 +1.049144191e+01 +8.218144191e+01 +8.218144191e+01 +1.9055e-01 +1.2515e+00 +3.1236e-02 -2.3800e-02 -1.7474e-01 +1.8952e-01 -2.5970e+00 -1.1335e-01 -1.8987e+00 +8.9063e-01
179 0 +8.725461639e+00 +8.041546164e+01 +8.041546164e+01 +2.9773e+00 +4.9283e-01 +1.7611e+00 -1.3554e+00 +3.6668e-01 -1.3474e+00 -5.8730e-01 +3.3692e-02 -3.0227e+00 -1.1480e+00
241 0 +6.020937373e+00 +7.771093737e+01 +7.771093737e+01 -2.3770e-01 -6.8868e-01 +2.5122e+00 -1.4357e+00 -7.1559e-01 +2.5843e+00 -6.0889e-01 +1.6470e-02 -7.3604e-01 -1.6318e+00
363 0 +5.175343497e+00 +7.686534350e+01 +7.686534350e+01 -5.6000e-02 -1.4089e+00 -1.1843e-01 -8.1329e-01 -4.0771e-01 -1.6153e+00 -8.9181e-01 +2.2909e-01 -1.2234e+00 +2.6204e-01
480 0 +3.779830392e+00 +7.546983039e+01 +7.546983039e+01 -1.8600e-01 +9.8752e-01 -7.3080e-02 +7.1136e-01 +4.7412e-01 -6.2612e-01 +4.7119e-01 +1.1870e+00 -8.3765e-01 +7.6978e-01
638 0 +3.455383620e+00 +7.514538362e+01 +7.514538362e+01 -5.9281e-01 -4.8453e-01 +6.6122e-01 -5.0612e-01 -1.1131e-01 -1.5986e+00 -5.3387e-01 +1.6401e-01 -3.1835e-01 -1.4536e-01
741 0 +2.689979361e+00 +7.437997936e+01 +7.437997936e+01 +6.7747e-01 -3.6412e-01 +1.2826e+00 -1.1700e-01 +4.3828e-01 -5.5167e-01 -1.4817e-01 +8.4618e-02 -1.1144e+00 +4.3364e-02
1142 0 +1.964512930e+00 +7.365451293e+01 +7.365451293e+01 +3.2932e-01 -7.2060e-01 +7.9982e-01 -3.5162e-01 +2.0368e-02 -1.1695e+00 -3.2604e-01 -9.3739e-02 -6.1363e-01 -1.6023e-02
2817 0 +1.607521409e+00 +7.329752141e+01 +7.329752141e+01 +1.3829e-01 -5.7414e-01 +7.6113e-01 -3.0904e-01 -1.2135e-01 -9.9021e-01 -2.2723e-01 -8.0156e-03 -6.2688e-01 -3.2190e-02
3166 0 +1.249350133e+00 +7.293935013e+01 +7.293935013e+01 +1.3829e-01 -5.7414e-01 +7.6328e-01 -3.0904e-01 -1.2135e-01 -9.9021e-01 -1.9778e-01 -8.0156e-03 -6.2688e-01 -1.0577e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.140100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.014219126e+01 +2.941521913e+02 +2.941521913e+02 +2.0863e+00 +2.9187e+00 -8.7329e-01 +1.4147e+00 -2.4240e+00 -2.9318e+00 +4.6119e+00 +3.0116e+00 -2.5325e+00 -1.0454e+00
3 0 +2.049596330e+01 +2.345059633e+02 +2.345059633e+02 +1.2416e+00 -3.3178e+00 +3.7918e+00 -3.3802e+00 -1.1516e+00 -4.6842e-01 -2.2278e+00 +3.9964e+00 -4.3968e-01 -2.8519e-01
7 0 +1.725427750e+01 +2.312642775e+02 +2.312642775e+02 +4.9392e+00 +1.7095e+00 +3.9057e+00 -1.6517e+00 -2.0323e+00 +4.6497e+00 -3.9688e+00 +2.6864e+00 -2.1336e+00 -4.1317e+00
45 0 +1.089287881e+01 +2.249028788e+02 +2.249028788e+02 -1.0792e-01 -7.5603e-01 +1.5008e+00 +1.4447e+00 -1.0747e+00 +1.7777e+00 -1.7830e+00 +1.0872e+00 +3.4556e+00 -2.4758e+00
101 0 +6.707618474e+00 +2.207176185e+02 +2.207176185e+02 +3.0008e+00 -1.5566e+00 +8.3678e-01 +3.2589e-01 -2.3151e-01 +2.3676e+00 +6.3704e-01 +1.4301e+00 -1.4387e+00 -5.9982e-01
289 0 +6.026856372e+00 +2.200368564e+02 +2.200368564e+02 -6.1537e-01 -1.1287e+00 +1.0284e+00 +2.0382e+00 -1.4606e-01 +2.0317e+00 -2.3706e+00 +1.9316e+00 +1.0979e+00 -2.0527e+00
333 0 +5.567464018e+00 +2.195774640e+02 +2.195774640e+02 +7.7858e-01 -1.6927e+00 +2.2039e+00 +6.7243e-02 +2.4412e-01 +9.9231e-01 -1.9129e+00 +1.0277e+00 +1.6873e+00 -2.6261e+00
