% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.313417193e+03 +3.343387193e+03 +3.343387193e+03 -2.7275e+00 +3.1334e+00 +3.7127e+00 -1.1258e+00 -7.9293e-01 -1.2672e+00 -1.6691e+00 +4.3785e+00 +2.8406e+00 +4.1924e-01
2 0 +2.638972408e+03 +2.668942408e+03 +2.668942408e+03 +2.8735e+00 -1.5141e-01 -4.6535e+00 +4.1472e+00 -4.8850e+00 +2.0216e+00 +8.8897e-01 -4.3697e+00 -1.0415e+00 -4.0297e+00
3 0 +2.044718093e+03 +2.074688093e+03 +2.074688093e+03 +3.0090e-01 -1.6899e+00 +2.8972e-01 +1.0997e+00 -3.3792e+00 +2.5541e+00 -1.0152e+00 -1.5976e+00 +4.4190e+00 -4.3823e+00
4 0 +1.951169868e+03 +1.981139868e+03 +1.981139868e+03 +2.3551e+00 -2.9089e+00 +3.1223e+00 +3.5729e+00 +2.5905e-01 +3.1159e-01 -3.1279e+00 -9.6080e-01 -1.5196e-01 +2.1184e+00
6 0 +1.597234212e+03 +1.627204212e+03 +1.627204212e+03 -4.8008e+00 -7.8028e-01 -4.8515e+00 +1.3252e+00 +4.7153e+00 +4.0885e+00 +5.5631e-01 -4.9094e+00 +3.0649e+00 -2.8219e+00
16 0 +1.438936181e+03 +1.468906181e+03 +1.468906181e+03 -3.6712e+00 -4.7455e+00 -1.9382e+00 +7.0830e-01 +1.1957e+00 +2.7333e-01 -1.0363e+00 +1.7304e+00 -5.5668e-01 -3.6109e+00
45 0 +1.217598590e+03 +1.247568590e+03 +1.247568590e+03 +5.5871e-01 -3.9698e+00 -9.3922e-01 +1.9990e+00 +5.6797e-01 +8.9294e-01 -1.7893e+00 -1.4988e+00 +2.7844e+00 +7.6966e-01
46 0 +8.128108944e+02 +8.427808944e+02 +8.427808944e+02 +2.1726e+00 +1.8462e-01 -4.2460e+00 -3.8889e+00 +4.2482e+00 +1.6915e+00 -3.9765e+00 -2.0918e+00 +1.5455e+00 -1.0306e-01
201 0 +7.323455721e+02 +7.623155721e+02 +7.623155721e+02 -1.4344e+00 -5.7585e-01 -1.2938e+00 -8.1669e-01 +2.6983e+00 +2.0129e+00 -3.3804e+00 -3.8534e+00 +9.4345e-01 +5.5435e-01
216 0 +5.663029787e+02 +5.962729787e+02 +5.962729787e+02 -3.7940e-01 -1.2197e+00 -3.1025e+00 -2.2148e+00 +3.2126e+00 +1.7504e+00 -2.1651e+00 -3.1166e+00 +5.2268e-01 +1.1880e-01
309 0 +5.243339575e+02 +5.543039575e+02 +5.543039575e+02 -3.4588e-01 -1.1867e+00 -3.0907e+00 -2.1553e+00 +2.9280e+00 +1.7268e+00 -2.3689e+00 -3.0834e+00 +6.6893e-01 +1.0935e-01
401 0 +5.126877419e+02 +5.426577419e+02 +5.426577419e+02 -2.2747e-01 -1.1703e+00 -3.0513e+00 -2.1870e+00 +2.9280e+00 +1.7268e+00 -2.3689e+00 -3.0834e+00 +6.6893e-01 +1.0935e-01
420 0 +4.992740496e+02 +5.292440496e+02 +5.292440496e+02 -3.3289e-01 -7.2821e-01 -2.4814e+00 -1.8111e+00 +3.0018e+00 +1.6610e+00 -3.3073e+00 -2.5332e+00 +9.4605e-01 -1.7027e-01
