% f evaluations | g evaluations | best noise-free fitness - Fopt (1.491500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.948037708e+02 +3.439537708e+02 +3.439537708e+02 -3.1935e+00 +1.8416e+00
20 0 +1.699055384e+02 +3.190555384e+02 +3.190555384e+02 +1.4140e+00 +3.4312e+00
25 0 +1.526528892e+01 +1.644152889e+02 +1.644152889e+02 -1.5786e+00 -1.4567e+00
53 0 +2.939798516e+00 +1.520897985e+02 +1.520897985e+02 -1.7496e+00 -8.6237e-01
106 0 +3.428561926e-01 +1.494928562e+02 +1.494928562e+02 +4.0141e-01 +7.1425e-01
285 0 +1.856489173e-02 +1.491685649e+02 +1.491685649e+02 -3.9014e-03 -2.7819e-01
470 0 +1.142519752e-02 +1.491614252e+02 +1.491614252e+02 +4.9422e-02 -1.4842e-01
501 0 +1.107564756e-02 +1.491610756e+02 +1.491610756e+02 +4.9098e-02 -1.4992e-01
604 0 +7.064392907e-03 +1.491570644e+02 +1.491570644e+02 -1.8947e-02 -3.0456e-01
919 0 +4.111050358e-03 +1.491541111e+02 +1.491541111e+02 -1.1170e-01 -4.7757e-01
1028 0 +3.685616890e-03 +1.491536856e+02 +1.491536856e+02 +5.2599e-03 -2.4568e-01
1191 0 +2.323898196e-03 +1.491523239e+02 +1.491523239e+02 -1.9848e-02 -2.9557e-01
1511 0 +3.813856379e-04 +1.491503814e+02 +1.491503814e+02 -3.5758e-02 -3.3172e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.182049051e+02 -2.817950949e+02 -2.817950949e+02 -2.8810e+00 +3.7920e+00
3 0 +1.037356978e+02 -8.962643022e+02 -8.962643022e+02 -1.7065e+00 +3.7513e+00
4 0 +1.912660161e+01 -9.808733984e+02 -9.808733984e+02 -4.8619e+00 +1.5923e+00
56 0 +1.526763070e+01 -9.847323693e+02 -9.847323693e+02 -2.3375e+00 +2.0716e+00
59 0 +2.274323622e+00 -9.977256764e+02 -9.977256764e+02 -4.3421e+00 +3.9988e-01
101 0 +2.230116611e+00 -9.977698834e+02 -9.977698834e+02 -4.3410e+00 +4.2351e-01
103 0 +1.687858521e+00 -9.983121415e+02 -9.983121415e+02 -2.6651e+00 +1.4478e+00
177 0 +1.444410321e+00 -9.985555897e+02 -9.985555897e+02 -2.8514e+00 +1.0499e+00
186 0 +1.111700121e+00 -9.988882999e+02 -9.988882999e+02 -2.8567e+00 +1.0543e+00
197 0 +5.366107473e-01 -9.994633893e+02 -9.994633893e+02 -2.9241e+00 +1.1035e+00
209 0 +3.690679296e-01 -9.996309321e+02 -9.996309321e+02 -3.2303e+00 +6.0557e-01
417 0 +1.470353281e-01 -9.998529647e+02 -9.998529647e+02 -3.0913e+00 +7.1988e-01
423 0 +3.582321848e-02 -9.999641768e+02 -9.999641768e+02 -2.9691e+00 +9.6401e-01
610 0 +2.603633001e-02 -9.999739637e+02 -9.999739637e+02 -3.0080e+00 +8.8034e-01
908 0 +2.207562278e-02 -9.999779244e+02 -9.999779244e+02 -2.9962e+00 +9.0381e-01
1406 0 +2.159777119e-02 -9.999784022e+02 -9.999784022e+02 -2.9440e+00 +9.8304e-01
1608 0 +5.695948838e-03 -9.999943041e+02 -9.999943041e+02 -2.8441e+00 +1.1774e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.862000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.252532320e+02 +3.238732320e+02 +3.238732320e+02 +2.2616e-02 -3.0545e-01
3 0 +1.928253115e+02 +2.914453115e+02 +2.914453115e+02 -4.0284e-02 +2.3536e+00
4 0 +3.350746160e+01 +1.321274616e+02 +1.321274616e+02 -3.8980e+00 +2.7212e+00
20 0 +2.233557590e+01 +1.209555759e+02 +1.209555759e+02 -3.0871e+00 -9.0765e-02
75 0 +1.346129547e+01 +1.120812955e+02 +1.120812955e+02 -4.4719e+00 +4.9763e+00
129 0 +5.568469665e+00 +1.041884697e+02 +1.041884697e+02 -3.9793e-01 +6.5045e-02
155 0 +3.303316042e+00 +1.019233160e+02 +1.019233160e+02 -1.8818e-01 +2.9601e-01
206 0 +2.607141725e-01 +9.888071417e+01 +9.888071417e+01 -2.9470e-01 +1.3279e-01
416 0 +1.723927321e-01 +9.879239273e+01 +9.879239273e+01 -4.4260e-01 -2.7090e-01
1661 0 +1.431694304e-01 +9.876316943e+01 +9.876316943e+01 -4.5673e-01 -3.4417e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.715000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.206517412e+02 +2.735017412e+02 +2.735017412e+02 -1.1796e+00 +1.0457e-02
3 0 +1.592073748e+02 +1.120573748e+02 +1.120573748e+02 +9.6436e-01 +2.2107e+00
18 0 +4.224630956e+00 -4.292536904e+01 -4.292536904e+01 +4.7506e-01 +1.6485e+00
41 0 +3.399101016e+00 -4.375089898e+01 -4.375089898e+01 -2.6359e-01 -8.4673e-01
126 0 +1.125440107e+00 -4.602455989e+01 -4.602455989e+01 -3.0475e-02 -8.9210e-03
128 0 +4.034445446e-01 -4.674655546e+01 -4.674655546e+01 -2.9085e-01 -6.5653e-01
135 0 +2.661687001e-02 -4.712338313e+01 -4.712338313e+01 -2.8240e-01 -6.8669e-01
152 0 +1.158277550e-02 -4.713841722e+01 -4.713841722e+01 -2.9764e-01 -7.2375e-01
164 0 +5.492816898e-05 -4.714994507e+01 -4.714994507e+01 -3.2338e-01 -7.8635e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.752000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.918529037e-01 +3.821185290e+01 +3.821185290e+01 +3.2825e+00 +2.6923e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.699800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.006855427e+03 +1.176835427e+03 +1.176835427e+03 -2.8869e+00 -4.7227e+00
5 0 +2.186721701e+02 +3.886521701e+02 +3.886521701e+02 -1.7658e+00 +1.5574e+00
9 0 +1.503306964e+02 +3.203106964e+02 +3.203106964e+02 -1.1571e+00 +7.9413e-01
13 0 +6.588358073e+01 +2.358635807e+02 +2.358635807e+02 -1.9752e+00 -1.2281e+00
18 0 +2.871607078e+01 +1.986960708e+02 +1.986960708e+02 -1.8928e+00 -7.6742e-01
38 0 +2.333713579e+01 +1.933171358e+02 +1.933171358e+02 -2.6094e+00 -9.0159e-01
98 0 +1.824273687e+01 +1.882227369e+02 +1.882227369e+02 -1.4344e+00 +1.4646e+00
116 0 +1.803467995e+01 +1.880146800e+02 +1.880146800e+02 -4.1310e-01 +5.0000e+00
139 0 +9.804094848e+00 +1.797840948e+02 +1.797840948e+02 -2.3491e+00 -7.7099e-01
140 0 +9.467669461e-01 +1.709267669e+02 +1.709267669e+02 -2.0074e+00 -5.8198e-01
169 0 +1.951833241e-01 +1.701751833e+02 +1.701751833e+02 -2.2533e+00 -8.9924e-01
173 0 +5.882059062e-03 +1.699858821e+02 +1.699858821e+02 -2.0756e+00 -6.3000e-01
666 0 +3.278067790e-03 +1.699832781e+02 +1.699832781e+02 -2.0056e+00 -4.8401e-01
921 0 +9.469546446e-04 +1.699809470e+02 +1.699809470e+02 -2.0503e+00 -5.6958e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.347800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.386454784e+03 +2.151674784e+03 +2.151674784e+03 -1.0190e+00 -4.9301e+00
2 0 +7.184076110e+02 +4.836276110e+02 +4.836276110e+02 -1.7729e+00 -3.8590e+00
4 0 +5.874305798e+02 +3.526505798e+02 +3.526505798e+02 -9.1339e-01 -2.2187e+00
5 0 +2.602391179e+02 +2.545911789e+01 +2.545911789e+01 -4.0793e+00 +8.2164e-01
12 0 +1.559902064e+02 -7.878979360e+01 -7.878979360e+01 -9.6415e-01 +1.3309e+00
19 0 +1.132974360e+01 -2.234502564e+02 -2.234502564e+02 -3.3777e+00 +4.4304e-01
32 0 +4.597424094e+00 -2.301825759e+02 -2.301825759e+02 -5.0161e-01 +1.5959e+00
42 0 +2.843265692e+00 -2.319367343e+02 -2.319367343e+02 +3.3996e-01 +4.7923e+00
154 0 +1.946150678e+00 -2.328338493e+02 -2.328338493e+02 -6.3734e-01 +8.3311e-01
172 0 +1.555138153e+00 -2.332248618e+02 -2.332248618e+02 -6.7810e-01 +9.5689e-01
175 0 +9.718505063e-01 -2.338081495e+02 -2.338081495e+02 -6.4178e-01 +8.6494e-01
202 0 +3.158456338e-01 -2.344641544e+02 -2.344641544e+02 -6.5262e-01 +8.9050e-01
230 0 +2.798233197e-01 -2.345001767e+02 -2.345001767e+02 -7.1768e-01 +6.9584e-01
312 0 +1.975884152e-01 -2.345824116e+02 -2.345824116e+02 -7.2294e-01 +7.2441e-01
612 0 +1.922610037e-01 -2.345877390e+02 -2.345877390e+02 -7.3751e-01 +6.8553e-01
1287 0 +1.815999662e-01 -2.345984000e+02 -2.345984000e+02 -7.2369e-01 +7.0592e-01
1481 0 +1.723145762e-01 -2.346076854e+02 -2.346076854e+02 -7.3455e-01 +6.7533e-01
1806 0 +3.738859216e-02 -2.347426114e+02 -2.347426114e+02 -1.0016e+00 -1.7905e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.473000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.100843778e+05 +2.099896478e+05 +2.099896478e+05 +4.6722e+00 -3.8745e+00
2 0 +8.067183536e+04 +8.057710536e+04 +8.057710536e+04 +3.0920e+00 -4.1223e+00
3 0 +4.429349066e+02 +3.482049066e+02 +3.482049066e+02 -4.0643e+00 +4.6520e+00
16 0 +1.561539509e+01 -7.911460491e+01 -7.911460491e+01 -1.5086e+00 +8.5161e-01
21 0 +1.288600370e+01 -8.184399630e+01 -8.184399630e+01 -1.3308e+00 +9.8903e-01
41 0 +1.907141898e+00 -9.282285810e+01 -9.282285810e+01 -2.0582e+00 +1.3478e+00
171 0 +1.635881208e+00 -9.309411879e+01 -9.309411879e+01 -1.5639e+00 +1.1238e+00
207 0 +6.841627023e-02 -9.466158373e+01 -9.466158373e+01 -8.3367e-01 +1.9459e+00
401 0 +4.392075320e-02 -9.468607925e+01 -9.468607925e+01 -7.8463e-01 +2.0773e+00
1610 0 +4.312808873e-02 -9.468687191e+01 -9.468687191e+01 -7.5522e-01 +2.1333e+00
1772 0 +3.850362569e-02 -9.469149637e+01 -9.469149637e+01 -8.4972e-01 +1.9271e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-7.158000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.450314621e+05 +2.443156621e+05 +2.443156621e+05 +4.3341e+00 -4.0125e+00
2 0 +6.675462877e+04 +6.603882877e+04 +6.603882877e+04 +2.6700e+00 -2.2916e-01
3 0 +2.538090082e+04 +2.466510082e+04 +2.466510082e+04 +1.5065e+00 -9.3444e-01
5 0 +2.684733614e+02 -4.473266386e+02 -4.473266386e+02 -3.9185e+00 +2.8871e+00
18 0 +4.214191580e+00 -7.115858084e+02 -7.115858084e+02 -3.3048e+00 -2.2531e-01
