% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.210000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.640311929e+01 +7.193119290e+00 +7.193119290e+00 +4.6705e+00 +2.2174e+00 +4.2726e+00
49 0 +1.504037833e+01 +5.830378334e+00 +5.830378334e+00 -4.3992e-02 +4.6538e+00 +4.1098e+00
300 0 +1.340690325e+01 +4.196903252e+00 +4.196903252e+00 -1.0459e+00 +2.6855e+00 +4.9958e+00
586 0 +1.310893877e+01 +3.898938775e+00 +3.898938775e+00 -1.0459e+00 +2.8389e+00 +4.9771e+00
587 0 +1.252098202e+01 +3.310982017e+00 +3.310982017e+00 -7.3401e-01 +3.4575e+00 +4.8091e+00
672 0 +1.217811774e+01 +2.968117736e+00 +2.968117736e+00 -8.6633e-01 +3.4085e+00 +4.8721e+00
712 0 +1.182644439e+01 +2.616444385e+00 +2.616444385e+00 -5.6173e-01 +3.8527e+00 +4.7363e+00
727 0 +1.106131411e+01 +1.851314108e+00 +1.851314108e+00 -7.4341e-01 +3.5891e+00 +4.9144e+00
858 0 +1.081668644e+01 +1.606686436e+00 +1.606686436e+00 -6.2742e-01 +3.4915e+00 +4.9581e+00
895 0 +1.039448141e+01 +1.184481414e+00 +1.184481414e+00 -5.9753e-01 +3.9845e+00 +4.8414e+00
932 0 +9.420393865e+00 +2.103938655e-01 +2.103938655e-01 -2.8229e-01 +3.9091e+00 +4.9312e+00
1043 0 +9.193813171e+00 -1.618682912e-02 -1.618682912e-02 -8.6194e-01 +3.9561e+00 +4.9969e+00
1110 0 +8.783792180e+00 -4.262078199e-01 -4.262078199e-01 -4.4945e-01 +4.0211e+00 +4.9761e+00
1301 0 +8.693157938e+00 -5.168420620e-01 -5.168420620e-01 -4.9434e-01 +4.0323e+00 +4.9861e+00
1363 0 +8.416716854e+00 -7.932831459e-01 -7.932831459e-01 -3.0172e-01 +4.3045e+00 +4.9084e+00
1519 0 +8.214482624e+00 -9.955173762e-01 -9.955173762e-01 -3.4355e-01 +4.4231e+00 +4.8953e+00
1553 0 +7.606902286e+00 -1.603097714e+00 -1.603097714e+00 -1.8974e-01 +4.2765e+00 +4.9871e+00
1788 0 +7.446549070e+00 -1.763450930e+00 -1.763450930e+00 -5.5074e-01 +4.4172e+00 +4.9947e+00
1890 0 +6.995046636e+00 -2.214953364e+00 -2.214953364e+00 -2.8895e-01 +4.5174e+00 +4.9820e+00
2036 0 +6.841523161e+00 -2.368476839e+00 -2.368476839e+00 -4.0693e-01 +4.6747e+00 +4.9594e+00
2044 0 +6.708376233e+00 -2.501623767e+00 -2.501623767e+00 -3.9309e-01 +4.7159e+00 +4.9583e+00
2245 0 +6.474116432e+00 -2.735883568e+00 -2.735883568e+00 -3.5816e-01 +4.7234e+00 +4.9759e+00
2282 0 +6.334382520e+00 -2.875617480e+00 -2.875617480e+00 -3.5494e-01 +4.7465e+00 +4.9822e+00
2421 0 +6.139362883e+00 -3.070637117e+00 -3.070637117e+00 -4.0397e-01 +4.8400e+00 +4.9771e+00
2429 0 +5.989711150e+00 -3.220288850e+00 -3.220288850e+00 -3.4509e-01 +4.8381e+00 +4.9867e+00
2648 0 +5.677855874e+00 -3.532144126e+00 -3.532144126e+00 -2.8006e-01 +4.9088e+00 +4.9891e+00
2760 0 +5.547862057e+00 -3.662137943e+00 -3.662137943e+00 -2.4079e-01 +4.9088e+00 +4.9981e+00
2957 0 +5.374735426e+00 -3.835264574e+00 -3.835264574e+00 -3.2388e-01 +4.9971e+00 +4.9958e+00
3031 0 +5.201324856e+00 -4.008675144e+00 -4.008675144e+00 -1.5047e-01 +4.9971e+00 +4.9958e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.559900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.704450007e+01 +6.930345001e+02 +6.930345001e+02 +3.7253e+00 +2.7077e+00 -3.8604e+00
2 0 +2.831861636e+01 +6.843086164e+02 +6.843086164e+02 +6.1620e-01 -4.5769e+00 -2.7403e+00
6 0 +1.539008992e+01 +6.713800899e+02 +6.713800899e+02 -1.6153e+00 -3.7839e+00 -4.5071e+00
55 0 +1.438317672e+01 +6.703731767e+02 +6.703731767e+02 +4.0003e+00 -3.1039e+00 -4.2613e+00
279 0 +1.355546759e+01 +6.695454676e+02 +6.695454676e+02 -8.6236e-01 -4.5858e+00 -4.3617e+00
312 0 +1.330220920e+01 +6.692922092e+02 +6.692922092e+02 -7.8956e-01 -4.6428e+00 -4.3617e+00
366 0 +1.301490842e+01 +6.690049084e+02 +6.690049084e+02 +3.6081e+00 -3.1851e+00 -4.4116e+00
411 0 +1.280818242e+01 +6.687981824e+02 +6.687981824e+02 +1.5154e-01 -4.0087e+00 -4.5175e+00
443 0 +1.177100937e+01 +6.677610094e+02 +6.677610094e+02 +1.4679e+00 -3.9750e+00 -4.5002e+00
504 0 +1.121453060e+01 +6.672045306e+02 +6.672045306e+02 +2.4587e+00 -3.7344e+00 -4.5329e+00
544 0 +1.050706332e+01 +6.664970633e+02 +6.664970633e+02 +1.6030e+00 -4.3320e+00 -4.5002e+00
666 0 +9.397221057e+00 +6.653872211e+02 +6.653872211e+02 +1.8924e+00 -3.8190e+00 -4.7445e+00
756 0 +9.091280365e+00 +6.650812804e+02 +6.650812804e+02 +1.9674e+00 -3.8920e+00 -4.7445e+00
811 0 +8.597169958e+00 +6.645871700e+02 +6.645871700e+02 +1.1175e+00 -3.9630e+00 -4.8564e+00
848 0 +8.506533497e+00 +6.644965335e+02 +6.644965335e+02 +1.6381e+00 -3.9519e+00 -4.8170e+00
893 0 +7.459901099e+00 +6.634499011e+02 +6.634499011e+02 +1.9283e+00 -4.0395e+00 -4.8649e+00
1034 0 +6.890035183e+00 +6.628800352e+02 +6.628800352e+02 +6.3403e-01 -4.4449e+00 -4.9231e+00
1117 0 +6.686413562e+00 +6.626764136e+02 +6.626764136e+02 +2.1469e+00 -3.9353e+00 -4.9533e+00
1145 0 +6.436547753e+00 +6.624265478e+02 +6.624265478e+02 +1.8147e+00 -4.0094e+00 -4.9881e+00
1204 0 +6.283014572e+00 +6.622730146e+02 +6.622730146e+02 +1.7117e+00 -4.2051e+00 -4.9519e+00
