% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.396349757e+03 +2.396349757e+03 +2.396349757e+03 +3.9413e+00 +2.5119e+00 -1.1823e+00 +7.5504e-01 -2.1017e+00 -1.9320e+00 +7.1110e-01 +4.3891e-01 -2.3518e+00 -1.0742e-01 -3.3694e+00 +1.5057e+00 +2.5353e+00 -3.4024e+00 +4.2855e-01 -4.8696e+00 -1.3432e+00 +2.3269e-01 +1.3755e-01 -2.9485e+00
3 0 +9.904340664e+02 +1.990434066e+03 +1.990434066e+03 +1.2708e+00 +3.9555e+00 -1.5330e+00 -2.1570e+00 +8.9888e-02 +2.1863e-01 -6.9891e-01 +4.3076e+00 +4.2265e+00 -3.0664e+00 -2.5454e-01 -4.3422e+00 -3.8132e+00 +8.3570e-01 +1.6939e+00 -1.2931e+00 +3.8131e+00 +3.2820e-01 +2.3945e+00 +5.5958e-01
18 0 +7.925911655e+02 +1.792591165e+03 +1.792591165e+03 +6.8783e-01 +2.0268e+00 -5.7853e-01 -9.9383e-01 -4.1033e-01 +3.7279e+00 +9.3421e-02 -2.5870e-01 +1.3346e+00 -1.1636e+00 -2.9824e+00 -3.7938e+00 -5.3006e-01 +4.4897e+00 +3.3841e+00 -1.6410e+00 +4.5092e+00 -2.8102e+00 +2.7600e+00 -3.7378e+00
26 0 +7.746658640e+02 +1.774665864e+03 +1.774665864e+03 +8.9051e-01 +2.0646e+00 +3.4569e+00 +4.4239e+00 -3.3368e+00 -2.9550e+00 -4.3040e+00 +4.8543e+00 +1.3422e+00 +2.9641e+00 -2.0166e+00 -8.1085e-01 +3.5144e-02 +1.6718e+00 +3.8597e+00 -5.9058e-01 +2.9363e+00 +3.4712e+00 -1.5949e+00 +1.7979e+00
37 0 +6.567920087e+02 +1.656792009e+03 +1.656792009e+03 +2.1474e+00 +1.9519e+00 +3.4847e+00 +1.0178e+00 +4.8660e+00 +4.6544e+00 +1.1931e-01 +9.8826e-01 -5.7119e-01 -5.2802e-01 -2.9203e+00 -1.1136e+00 -1.4058e-01 -4.2250e+00 -7.2743e-01 +1.9400e+00 +2.2161e-01 -4.9967e+00 +2.6211e+00 -1.6699e+00
126 0 +5.575775074e+02 +1.557577507e+03 +1.557577507e+03 +1.7482e-01 +2.5761e-01 +3.5891e-01 +3.3598e-01 +5.0119e-01 +6.5949e-01 -2.2935e-01 -1.9845e-02 -5.3237e-01 +3.4834e-01 -1.2041e-01 +4.6851e-03 +1.0538e-01 -3.9758e-01 +6.0318e-01 +6.5232e-01 +2.9139e-01 -1.0703e+00 -2.8431e-02 -4.1573e-01
128 0 +4.973316200e+02 +1.497331620e+03 +1.497331620e+03 +4.3936e-01 +5.4804e-01 +7.8370e-01 +7.1476e-01 +1.0820e+00 +1.3986e+00 -4.8792e-01 -7.3021e-02 -1.0551e+00 +7.5288e-01 -2.5615e-01 +1.5532e-01 +1.8163e-01 -9.8619e-01 +1.2832e+00 +1.1689e+00 +6.7619e-01 -2.0389e+00 +6.5729e-02 -8.8442e-01
146 0 +4.845625755e+02 +1.484562575e+03 +1.484562575e+03 +5.8425e-01 +6.5804e-01 +9.4476e-01 +9.9481e-01 +1.3736e+00 +1.7460e+00 -5.8585e-01 -8.7676e-02 -1.1704e+00 +9.0399e-01 -4.1842e-01 +1.4361e-01 +3.3064e-01 -1.0077e+00 +1.5407e+00 +1.7412e+00 +7.9797e-01 -2.4481e+00 -2.6986e-02 -1.0619e+00
149 0 +4.635317448e+02 +1.463531745e+03 +1.463531745e+03 +4.0162e-01 +5.9100e-01 +8.9098e-01 +1.0115e+00 +1.1949e+00 +1.5039e+00 -5.2617e-01 -7.8744e-02 -1.1377e+00 +8.1189e-01 -3.3549e-01 +9.2300e-02 +3.0897e-01 -1.0289e+00 +1.3228e+00 +1.2605e+00 +7.1667e-01 -2.1987e+00 -8.2259e-02 -9.5374e-01
184 0 +4.440752534e+02 +1.444075253e+03 +1.444075253e+03 +4.4661e-01 +5.2714e-01 +8.7953e-01 +7.6087e-01 +1.2424e+00 +1.4935e+00 -5.7618e-01 -7.7731e-02 -1.1231e+00 +8.0146e-01 -2.7267e-01 +1.6534e-01 +1.7921e-01 -1.0157e+00 +1.5475e+00 +1.3078e+00 +7.0746e-01 -2.1633e+00 +1.2759e-01 -9.4148e-01
215 0 +4.280265011e+02 +1.428026501e+03 +1.428026501e+03 +3.2421e-01 +8.8387e-01 +1.1779e+00 +7.4338e-01 +1.4453e+00 +1.6561e+00 -4.6659e-01 -1.9039e-01 -1.2636e+00 +9.7565e-01 -3.0677e-01 +7.9606e-02 +3.8558e-01 -1.1744e+00 +1.5368e+00 +1.3999e+00 +8.1033e-01 -2.4488e+00 +2.0508e-03 -1.0592e+00
