% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.537675008e+02 +9.167750084e+01 +9.167750084e+01 -1.2076e+00 +3.2487e+00 -2.2996e+00 -8.0679e-01 +1.1438e+00 +1.7160e+00 +4.4868e+00 -4.2398e+00 -6.1055e-01 -3.0623e+00
2 0 +3.153326504e+02 -1.467573496e+02 -1.467573496e+02 -3.3438e+00 -1.2755e+00 +5.4422e-01 -1.1521e+00 +1.9411e-01 -3.1641e+00 +9.6111e-01 +2.5409e+00 +3.0076e+00 -2.8866e+00
5 0 +2.572958228e+02 -2.047941772e+02 -2.047941772e+02 -3.4494e+00 +3.8013e-01 -3.8291e+00 +8.9766e-01 +3.9859e+00 -9.2899e-01 +4.0443e+00 +3.6260e+00 +3.5169e+00 -4.7425e-01
44 0 +2.542198258e+02 -2.078701742e+02 -2.078701742e+02 -4.2247e+00 +4.6239e+00 +2.0376e+00 +4.6774e-01 +1.7540e+00 +8.7313e-01 +4.4235e+00 +1.7359e+00 -2.2843e+00 +1.2298e-01
72 0 +2.386906010e+02 -2.233993990e+02 -2.233993990e+02 -1.2742e+00 -4.0333e+00 +1.0112e+00 +1.7701e+00 +6.3156e-01 +1.2157e+00 -1.0729e+00 +9.6960e-01 +9.9359e-01 +6.0063e-01
114 0 +2.248794834e+02 -2.372105166e+02 -2.372105166e+02 +1.0770e+00 +3.4380e+00 +2.9778e+00 -1.5950e+00 -9.6963e-01 +2.0310e+00 +9.8555e-02 +5.7990e-01 +3.2767e+00 -6.9629e-03
127 0 +2.199188736e+02 -2.421711264e+02 -2.421711264e+02 +3.5115e+00 -3.3281e-01 +1.0931e+00 +2.8780e+00 -1.0602e+00 +2.4869e+00 +8.6519e-01 +2.4573e+00 +1.3684e+00 -2.3985e-01
165 0 +1.730509417e+02 -2.890390583e+02 -2.890390583e+02 -2.3186e-02 +3.4906e+00 +3.0608e+00 +2.4867e+00 +1.6208e+00 +1.4227e+00 +6.7652e-01 +2.4207e+00 +1.2215e+00 -1.1029e+00
210 0 +1.491377870e+02 -3.129522130e+02 -3.129522130e+02 -4.1096e-01 +3.3553e+00 +2.4259e+00 +1.0392e+00 +1.7248e+00 +3.7833e-01 +1.7913e+00 +1.4917e+00 +1.3580e+00 -1.3673e-01
221 0 +1.248302276e+02 -3.372597724e+02 -3.372597724e+02 -6.4075e-01 -1.8602e-01 +1.4571e+00 +1.7916e-01 -2.2968e-01 +1.6564e+00 +1.2998e+00 +2.9101e+00 +9.1751e-01 -9.1121e-01
326 0 +9.846214455e+01 -3.636278554e+02 -3.636278554e+02 -3.4771e-01 +1.4265e+00 +2.7934e+00 +5.5105e-01 +1.0818e+00 +7.2694e-01 +8.7290e-01 +2.2953e+00 +9.6285e-01 -4.2938e-02
459 0 +9.411851148e+01 -3.679714885e+02 -3.679714885e+02 -3.2408e-01 +2.1677e+00 +1.6037e+00 +6.6134e-01 +1.5949e+00 -2.4541e-02 +1.3896e+00 +1.9095e+00 +1.4727e+00 -6.2765e-01
622 0 +8.130347809e+01 -3.807865219e+02 -3.807865219e+02 -3.8385e-01 +1.2879e+00 +2.1344e+00 +7.5045e-01 +1.2281e+00 +6.2383e-01 +1.2960e+00 +2.2225e+00 +1.3011e+00 -5.2452e-01
662 0 +8.005789511e+01 -3.820321049e+02 -3.820321049e+02 -3.9651e-01 +1.3908e+00 +1.4020e+00 +6.7514e-01 +1.2644e+00 +6.4760e-01 +1.5424e+00 +2.2910e+00 +1.4213e+00 -3.9538e-01
779 0 +7.047417023e+01 -3.916158298e+02 -3.916158298e+02 -3.3713e-01 +1.5034e+00 +2.1223e+00 +7.3316e-01 +1.0374e+00 +8.3586e-01 +1.3096e+00 +2.0710e+00 +1.4482e+00 -2.4911e-01
948 0 +5.908433479e+01 -4.030056652e+02 -4.030056652e+02 -4.0888e-01 +1.3908e+00 +1.4020e+00 +8.1725e-01 +1.3331e+00 +6.4760e-01 +1.5665e+00 +2.1826e+00 +1.8585e+00 -2.4658e-01
1069 0 +5.687972561e+01 -4.052102744e+02 -4.052102744e+02 -3.4444e-01 +1.4280e+00 +2.1050e+00 +6.8149e-01 +1.2434e+00 +7.9512e-01 +1.2140e+00 +2.5592e+00 +9.7905e-01 -2.6759e-01
1208 0 +5.239216179e+01 -4.096978382e+02 -4.096978382e+02 -3.2105e-01 +1.3908e+00 +1.4020e+00 +7.4306e-01 +1.2677e+00 +6.5975e-01 +1.6100e+00 +2.2554e+00 +1.8585e+00 -1.9548e-01
1464 0 +4.675065928e+01 -4.153393407e+02 -4.153393407e+02 -2.3317e-01 +1.3182e+00 +1.4471e+00 +7.2558e-01 +1.5752e+00 +7.4297e-01 +1.5553e+00 +2.2124e+00 +1.7576e+00 -3.0327e-01
1618 0 +4.463533177e+01 -4.174546682e+02 -4.174546682e+02 -3.7825e-01 +1.4114e+00 +1.4155e+00 +7.3773e-01 +1.1667e+00 +6.3904e-01 +1.5917e+00 +2.2196e+00 +1.9090e+00 -2.6652e-01
1820 0 +4.337118641e+01 -4.187188136e+02 -4.187188136e+02 -3.5375e-01 +1.4488e+00 +1.3968e+00 +6.0778e-01 +1.2019e+00 +6.5902e-01 +1.6163e+00 +2.1791e+00 +1.8604e+00 -2.6917e-01
2209 0 +3.256386087e+01 -4.295261391e+02 -4.295261391e+02 -2.8924e-01 +1.4103e+00 +1.4760e+00 +7.2414e-01 +1.1481e+00 +7.5233e-01 +1.5879e+00 +2.2208e+00 +1.8379e+00 -2.3332e-01
3990 0 +3.214658163e+01 -4.299434184e+02 -4.299434184e+02 -2.8924e-01 +1.4103e+00 +1.4760e+00 +7.2414e-01 +1.1481e+00 +7.5233e-01 +1.5879e+00 +2.2208e+00 +1.8379e+00 -2.6597e-01
4440 0 +3.131033151e+01 -4.307796685e+02 -4.307796685e+02 -3.2758e-01 +1.3496e+00 +1.3826e+00 +6.9555e-01 +1.1325e+00 +7.9585e-01 +1.5826e+00 +2.2107e+00 +1.7957e+00 -2.6349e-01
5651 0 +3.070472410e+01 -4.313852759e+02 -4.313852759e+02 -3.6415e-01 +1.3457e+00 +1.4221e+00 +7.0648e-01 +1.1465e+00 +7.8629e-01 +1.5931e+00 +2.2164e+00 +1.7784e+00 -2.6204e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.766000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.038184844e+02 +8.814784844e+02 +8.814784844e+02 -1.6930e+00 -4.7753e+00 +2.9536e+00 -2.8251e-01 +3.3870e+00 +4.1777e+00 +4.5926e+00 -1.3568e+00 +2.1849e+00 -4.3933e+00
2 0 +5.575483306e+02 +6.352083306e+02 +6.352083306e+02 +3.8555e+00 -4.5750e-01 +1.9598e-01 +1.5921e+00 +3.8842e+00 +2.8107e+00 +1.6873e+00 -2.6498e+00 -6.1131e-01 -2.6660e+00
6 0 +3.982735975e+02 +4.759335975e+02 +4.759335975e+02 +3.7522e+00 +6.8209e-01 -2.4561e+00 +8.5052e-01 -9.8195e-01 +1.0447e-01 +1.4691e+00 -2.3621e+00 -9.1909e-01 -8.5655e-01
8 0 +3.390227357e+02 +4.166827357e+02 +4.166827357e+02 +2.0749e+00 +1.2444e+00 +5.6115e-01 -8.8659e-01 -3.5983e+00 -4.4795e+00 -5.7209e-01 +1.4085e+00 +2.7505e+00 -3.8798e+00
26 0 +3.352062166e+02 +4.128662166e+02 +4.128662166e+02 +3.5539e+00 -2.8968e+00 -4.7226e+00 -1.4291e+00 -4.2150e+00 -3.4699e+00 -3.6904e+00 -1.9733e+00 -7.8060e-01 -3.2861e+00
47 0 +3.170260379e+02 +3.946860379e+02 +3.946860379e+02 -4.5355e+00 +2.2145e+00 -3.4601e-01 +8.6301e-02 -5.8500e-01 -3.1163e-01 +7.6145e-01 +1.3907e+00 +1.4169e+00 -1.6981e+00
