% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.690137107e+01 +1.482513711e+02 +1.482513711e+02
4 0 +6.559653254e+01 +1.369465325e+02 +1.369465325e+02
8 0 +6.247515184e+01 +1.338251518e+02 +1.338251518e+02
32 0 +5.552685355e+01 +1.268768535e+02 +1.268768535e+02
46 0 +5.300173018e+01 +1.243517302e+02 +1.243517302e+02
82 0 +4.678219338e+01 +1.181321934e+02 +1.181321934e+02
97 0 +4.375523220e+01 +1.151052322e+02 +1.151052322e+02
232 0 +4.112312265e+01 +1.124731227e+02 +1.124731227e+02
578 0 +3.945615963e+01 +1.108061596e+02 +1.108061596e+02
627 0 +3.759000227e+01 +1.089400023e+02 +1.089400023e+02
641 0 +3.429793572e+01 +1.056479357e+02 +1.056479357e+02
758 0 +3.386872217e+01 +1.052187222e+02 +1.052187222e+02
981 0 +3.172104574e+01 +1.030710457e+02 +1.030710457e+02
1029 0 +2.901464005e+01 +1.003646400e+02 +1.003646400e+02
1195 0 +2.806024303e+01 +9.941024303e+01 +9.941024303e+01
1643 0 +2.525954303e+01 +9.660954303e+01 +9.660954303e+01
2237 0 +2.447629801e+01 +9.582629801e+01 +9.582629801e+01
2491 0 +2.299887633e+01 +9.434887633e+01 +9.434887633e+01
2506 0 +2.289246622e+01 +9.424246622e+01 +9.424246622e+01
2539 0 +2.088687829e+01 +9.223687829e+01 +9.223687829e+01
2863 0 +1.943934383e+01 +9.078934383e+01 +9.078934383e+01
3423 0 +1.840454724e+01 +8.975454724e+01 +8.975454724e+01
3550 0 +1.782780585e+01 +8.917780585e+01 +8.917780585e+01
3566 0 +1.718781042e+01 +8.853781042e+01 +8.853781042e+01
3679 0 +1.673243032e+01 +8.808243032e+01 +8.808243032e+01
3904 0 +1.612467423e+01 +8.747467423e+01 +8.747467423e+01
4364 0 +1.552209475e+01 +8.687209475e+01 +8.687209475e+01
4623 0 +1.489995665e+01 +8.624995665e+01 +8.624995665e+01
4954 0 +1.389773592e+01 +8.524773592e+01 +8.524773592e+01
5190 0 +1.308285466e+01 +8.443285466e+01 +8.443285466e+01
5649 0 +1.264066643e+01 +8.399066643e+01 +8.399066643e+01
6098 0 +1.258460616e+01 +8.393460616e+01 +8.393460616e+01
6357 0 +1.073763028e+01 +8.208763028e+01 +8.208763028e+01
7208 0 +1.056585141e+01 +8.191585141e+01 +8.191585141e+01
7360 0 +1.027366204e+01 +8.162366204e+01 +8.162366204e+01
7693 0 +9.252225748e+00 +8.060222575e+01 +8.060222575e+01
8986 0 +9.025474776e+00 +8.037547478e+01 +8.037547478e+01
9084 0 +8.640514777e+00 +7.999051478e+01 +7.999051478e+01
9455 0 +8.138850141e+00 +7.948885014e+01 +7.948885014e+01
