% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.653913312e+01 +1.160191331e+02 +1.160191331e+02 -1.5094e+00 +3.6223e+00 +2.5308e+00
2 0 +2.612831364e+00 +8.209283136e+01 +8.209283136e+01 +7.9662e-01 -1.8179e+00 -2.0951e+00
29 0 +1.337543254e+00 +8.081754325e+01 +8.081754325e+01 +1.3154e+00 -8.3563e-01 -1.0484e+00
40 0 +1.083465020e+00 +8.056346502e+01 +8.056346502e+01 +2.1969e-01 -2.1288e+00 -3.5296e-01
60 0 +8.664815021e-01 +8.034648150e+01 +8.034648150e+01 -2.9864e-01 -4.6487e-01 -1.0132e+00
201 0 +8.164575548e-01 +8.029645755e+01 +8.029645755e+01 -5.2185e-01 -7.0070e-01 -6.3269e-01
202 0 +6.998145982e-01 +8.017981460e+01 +8.017981460e+01 -3.4973e-01 -5.8638e-01 -6.1726e-01
236 0 +5.818855790e-01 +8.006188558e+01 +8.006188558e+01 +3.1718e-03 -4.4029e-01 -6.4538e-01
301 0 +4.086695100e-01 +7.988866951e+01 +7.988866951e+01 +5.5635e-02 -5.5308e-01 -6.5108e-01
401 0 +2.367127458e-01 +7.971671275e+01 +7.971671275e+01 +1.9744e-01 -6.7405e-01 -7.4854e-01
501 0 +1.081835297e-01 +7.958818353e+01 +7.958818353e+01 +4.1014e-01 -9.4006e-01 -9.1493e-01
602 0 +7.530101520e-02 +7.955530102e+01 +7.955530102e+01 +2.8696e-01 -8.9193e-01 -6.6091e-01
701 0 +1.677122474e-02 +7.949677122e+01 +7.949677122e+01 +3.5361e-01 -1.0760e+00 -7.3334e-01
1102 0 +1.324073228e-02 +7.949324073e+01 +7.949324073e+01 +1.7254e-01 -1.1498e+00 -6.4184e-01
1210 0 +9.927405049e-03 +7.948992741e+01 +7.948992741e+01 +2.4291e-01 -1.0676e+00 -7.6725e-01
1303 0 +8.308656374e-03 +7.948830866e+01 +7.948830866e+01 +2.7982e-01 -1.1439e+00 -6.3791e-01
1441 0 +7.619695972e-03 +7.948761970e+01 +7.948761970e+01 +2.4750e-01 -1.1295e+00 -6.4127e-01
1501 0 +5.226266552e-03 +7.948522627e+01 +7.948522627e+01 +2.1691e-01 -1.1327e+00 -6.6606e-01
1504 0 +4.545388587e-03 +7.948454539e+01 +7.948454539e+01 +2.9608e-01 -1.1940e+00 -6.8813e-01
1853 0 +3.250999881e-03 +7.948325100e+01 +7.948325100e+01 +3.0002e-01 -1.1521e+00 -6.9239e-01
2007 0 +2.865876250e-03 +7.948286588e+01 +7.948286588e+01 +2.9364e-01 -1.1886e+00 -7.1044e-01
2144 0 +1.999023648e-03 +7.948199902e+01 +7.948199902e+01 +2.2179e-01 -1.1555e+00 -7.5618e-01
2607 0 +1.087083210e-03 +7.948108708e+01 +7.948108708e+01 +2.8103e-01 -1.1681e+00 -7.3672e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.944800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.054412198e+01 +4.750241220e+02 +4.750241220e+02 -1.2472e+00 +2.0939e+00 +3.1742e+00
2 0 +2.957037855e+01 +4.240503785e+02 +4.240503785e+02 +1.1681e+00 -4.5939e+00 -4.8017e+00
