% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.735097046e+02 +2.565697046e+02 +2.565697046e+02 +2.7217e+00 -1.8555e+00 -4.5937e+00 -4.7777e+00 -3.6279e+00 -7.9408e-01 -4.8115e+00 -3.6226e+00 +7.8820e-01 -1.2267e+00
2 0 +1.256644211e+02 +1.087244211e+02 +1.087244211e+02 -4.0424e+00 +1.3617e+00 +9.1568e-01 +4.8047e+00 +4.7081e+00 -1.1450e+00 -1.5815e+00 +2.0612e+00 -4.9981e+00 +6.2835e-01
3 0 +4.524250039e+01 +2.830250039e+01 +2.830250039e+01 +7.5213e-01 +2.7919e+00 -3.2764e+00 +2.7653e+00 +4.6591e+00 -2.6771e+00 -4.9204e+00 +4.0966e+00 +1.0273e+00 +3.3563e+00
4 0 +2.665165224e+01 +9.711652243e+00 +9.711652243e+00 +5.0020e-01 +4.6970e+00 -4.0239e+00 +2.6607e+00 +1.5154e+00 +4.2827e+00 +4.6572e-01 -1.6461e+00 -2.8472e+00 -2.5414e+00
12 0 +2.397250150e+01 +7.032501501e+00 +7.032501501e+00 -1.1079e+00 +4.4410e+00 -3.4505e+00 +2.4607e+00 -2.9162e+00 -2.5121e+00 -8.5109e-02 +1.5303e+00 +1.6729e+00 +6.7170e-01
20 0 +1.623081993e+01 -7.091800651e-01 -7.091800651e-01 +4.6904e+00 -1.0656e+00 -4.5459e+00 +3.5202e+00 +4.2815e+00 -7.6895e-01 -9.0799e-01 -4.4364e+00 +6.8942e-01 -2.5449e+00
28 0 +1.350786453e+01 -3.432135469e+00 -3.432135469e+00 +2.0015e-01 +2.7657e+00 +1.7565e+00 +4.5079e+00 +6.7450e-01 -1.8174e+00 +4.1924e+00 -5.2937e-01 +3.5001e+00 -1.7375e+00
127 0 +1.271358037e+01 -4.226419625e+00 -4.226419625e+00 +1.2804e+00 +1.1861e+00 +8.1268e-01 +1.0069e+00 +1.5109e+00 -1.2365e+00 +1.1636e+00 +7.0117e-01 +1.3669e+00 +1.8115e-01
134 0 +1.155793058e+01 -5.382069415e+00 -5.382069415e+00 +1.4564e+00 +1.3491e+00 +9.2439e-01 +1.1453e+00 +1.6356e+00 -1.4414e+00 +1.3235e+00 +9.2216e-01 +1.7165e+00 +2.6800e-01
140 0 +9.736234786e+00 -7.203765214e+00 -7.203765214e+00 +1.3943e+00 +1.2916e+00 +8.8496e-01 +1.0024e+00 +1.6453e+00 -1.3079e+00 +1.1796e+00 +7.6353e-01 +1.4814e+00 +2.0882e-01
208 0 +9.432964005e+00 -7.507035995e+00 -7.507035995e+00 +1.2837e+00 +1.1875e+00 +8.1481e-01 +1.1258e+00 +1.5149e+00 -1.2312e+00 +1.2295e+00 +7.6596e-01 +1.2419e+00 +1.7620e-01
512 0 +8.932669411e+00 -8.007330589e+00 -8.007330589e+00 +2.9265e+00 +1.9574e+00 +1.9552e+00 +1.9649e+00 +2.6776e+00 -2.0845e+00 +1.7675e+00 +1.1628e+00 +2.7312e+00 +3.9077e-01
602 0 +8.530158433e+00 -8.409841567e+00 -8.409841567e+00 +1.7487e+00 +1.4820e+00 +1.0018e+00 +1.2937e+00 +1.6231e+00 -1.3304e+00 +1.4631e+00 +7.4509e-01 +1.7396e+00 +1.9584e-01
1201 0 +8.077735478e+00 -8.862264522e+00 -8.862264522e+00 +3.1842e+00 +2.0660e+00 +1.0972e+00 +2.2787e+00 +2.8613e+00 -2.1432e+00 +2.9227e+00 +8.5440e-01 +2.6895e+00 +4.3642e-01
1215 0 +7.905073758e+00 -9.034926242e+00 -9.034926242e+00 +2.4470e+00 +1.7071e+00 +1.2607e+00 +1.7242e+00 +2.1259e+00 -1.7815e+00 +1.7377e+00 +1.1536e+00 +2.3103e+00 +3.2785e-01
