% f evaluations | g evaluations | best noise-free fitness - Fopt (7.627000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.701582237e+06 +3.701658507e+06 +3.701658507e+06 -3.4881e+00 -2.5044e+00 +4.1021e+00 +2.8407e+00 -4.7512e+00 -1.4997e+00 -4.1666e+00 +4.9125e+00 +3.1879e+00 -1.5001e-01 -2.4174e+00 -9.8625e-02 +1.5925e+00 +1.2247e+00 -3.5240e+00 +1.3640e+00 +3.9893e+00 +1.7059e+00 -2.6260e+00 +3.7701e+00
4 0 +2.152872209e+05 +2.153634909e+05 +2.153634909e+05 +3.1032e+00 -2.6217e+00 -2.8070e+00 +1.2194e+00 -5.0399e-01 +4.0975e-01 -4.2149e+00 +1.7775e+00 +3.9420e+00 -2.7022e+00 +4.8118e+00 +9.2193e-01 -3.7284e+00 -1.4312e+00 +4.9663e+00 +3.9738e+00 -5.9505e-01 +1.0114e+00 -4.6740e+00 -4.1495e+00
15 0 +1.785592720e+05 +1.786355420e+05 +1.786355420e+05 -3.0532e+00 -1.3956e+00 +3.7955e+00 +7.1434e-01 -9.8255e-01 -4.7036e-02 -3.6501e-01 +4.3933e+00 +4.7092e+00 -4.9134e+00 +6.7380e-01 +2.6240e+00 -2.4346e+00 +2.7380e+00 +1.3569e+00 -3.6572e+00 -8.8545e-01 -3.5044e+00 +4.8156e+00 -5.2648e-01
21 0 +6.385218396e+04 +6.392845396e+04 +6.392845396e+04 +2.1876e+00 +1.6239e+00 -3.2189e+00 -2.9548e+00 +8.5595e-01 -2.1880e+00 +4.4986e+00 -1.6747e+00 -1.2401e+00 -1.5643e-01 -3.1968e+00 -1.7945e+00 +1.9314e+00 -3.3732e-01 -1.3581e+00 +1.2941e+00 +1.3755e+00 -3.5178e+00 +1.3431e+00 -2.9098e+00
24 0 +8.160377079e+03 +8.236647079e+03 +8.236647079e+03 +2.3769e+00 -7.5653e-01 -3.6275e+00 -2.3719e+00 -5.3860e-01 -4.2124e+00 -2.5523e+00 -3.0089e+00 +1.7984e+00 -4.9463e+00 -6.8773e-01 -1.4583e+00 +1.9593e+00 -4.3710e+00 +5.5911e-01 -1.2745e+00 +4.4686e+00 +2.7680e-01 -3.5862e+00 -1.5166e+00
31 0 +2.829494749e+02 +3.592194749e+02 +3.592194749e+02 -4.8485e+00 +2.6761e+00 -2.6581e+00 -2.4053e+00 -4.9428e-02 -3.7261e+00 +3.3890e+00 -2.0295e+00 +2.7906e+00 -4.7350e+00 -1.2513e+00 -1.0439e+00 -2.2089e-01 +6.1310e-01 -4.0972e-01 +9.5876e-01 -8.6003e-02 +4.5596e+00 +4.8663e+00 -1.9808e+00
142 0 +2.749578452e+02 +3.512278452e+02 +3.512278452e+02 -1.4620e-01 -1.4712e-01 -1.5537e+00 -7.3229e-01 +1.9736e-01 -1.2649e+00 +2.2651e+00 +2.7563e-01 +1.2482e+00 -2.4142e+00 +8.1982e-02 -7.8261e-02 +2.5567e-03 -3.4911e-01 +7.8628e-01 +1.6449e+00 +2.6869e-01 +1.2210e+00 +7.6059e-01 -7.3093e-01
202 0 +1.714325422e+02 +2.477025422e+02 +2.477025422e+02 -1.3660e-01 -1.4038e-01 -1.3250e+00 -7.7052e-01 +1.8917e-01 -1.1772e+00 +2.0777e+00 +7.9556e-02 +1.2537e+00 -1.9451e+00 +1.1585e-01 -3.8398e-02 +1.0825e-01 -1.4723e-01 +7.2725e-01 +1.4632e+00 +3.0568e-01 +1.3300e+00 +6.1484e-01 -6.7999e-01
310 0 +1.178980351e+02 +1.941680351e+02 +1.941680351e+02 -4.6445e-02 -9.8362e-02 -8.2722e-01 -9.0208e-01 -2.3154e-01 -1.0926e+00 +2.4183e+00 +1.7621e-01 +7.8844e-01 -1.5988e+00 +1.4042e-01 +1.6324e-01 +4.6776e-01 -1.1072e-01 +8.0177e-01 +8.1728e-01 +1.8836e-01 +7.9255e-01 +6.8325e-01 -2.3789e-01
453 0 +1.172640858e+02 +1.935340858e+02 +1.935340858e+02 +3.1449e-01 +6.5745e-01 -2.2125e-01 -1.3106e+00 -7.2064e-01 -3.4486e-01 +1.0930e+00 +1.5911e-01 +5.8965e-01 -8.2950e-01 +7.1991e-01 -1.7048e-02 +6.8961e-01 +5.7234e-01 -2.1030e-01 +1.3967e+00 +3.1378e-01 +1.5402e+00 +8.0830e-01 +5.9647e-02
685 0 +1.136076278e+02 +1.898776278e+02 +1.898776278e+02 +1.4430e-01 +1.4163e-01 -1.1691e+00 -7.4374e-01 -3.4038e-02 -8.6005e-01 +1.4872e+00 +1.1176e-01 +8.4439e-01 -1.7453e+00 +4.1136e-01 -3.8008e-02 +6.9817e-02 -8.7577e-02 +1.4786e-01 +1.3463e+00 +3.6402e-01 +1.2149e+00 +6.4019e-01 -4.7446e-01
1106 0 +8.811904618e+01 +1.643890462e+02 +1.643890462e+02 -3.8101e-02 +4.8143e-01 -2.3425e-01 -1.1720e+00 -1.5322e-01 -1.1196e+00 +8.2033e-01 +3.8383e-01 +4.1880e-01 -2.9680e-01 +1.3145e-01 +2.9876e-01 -6.2867e-02 +1.0050e+00 -3.9408e-01 +4.6182e-01 +4.0782e-01 +6.4435e-01 +1.0281e+00 -2.3687e-01
7107 0 +7.941403369e+01 +1.556840337e+02 +1.556840337e+02 +9.0673e-02 -5.7624e-01 -4.8663e-01 -6.4800e-02 +2.4673e-01 -9.6055e-02 +3.2083e-01 -1.1625e-02 -3.3971e-01 +1.3978e-01 +7.7842e-01 -9.5117e-02 +1.9713e-01 +8.4105e-01 -4.7474e-01 +2.4311e-01 -9.8951e-02 +4.9487e-01 +3.8576e-01 -3.6352e-01
9719 0 +7.724267262e+01 +1.535126726e+02 +1.535126726e+02 -2.8787e-01 +1.2544e-01 -2.9546e-01 -4.2900e-01 -1.0011e-01 -4.1349e-01 +4.4712e-02 +1.5153e-01 +3.3254e-01 +4.3393e-01 +7.2493e-01 +9.6015e-02 +4.8540e-01 +7.3362e-01 -2.9259e-01 +1.6874e-01 +1.1707e-01 -1.1913e-02 -1.4858e-01 +2.3909e-01
