% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.254474182e+02 +5.049274182e+02 +5.049274182e+02 -3.6811e+00 +3.1043e+00 -2.8402e+00 -1.7105e+00 +4.8691e+00 +3.0544e+00 -2.0706e+00 -4.4113e+00 -4.1144e+00 +2.5829e+00 +4.4199e+00 -4.5827e+00 -3.0937e-01 +1.3504e+00 +1.5936e+00 -3.2625e+00 +5.5757e-01 +1.5289e+00 -4.9468e+00 +3.8211e+00
2 0 +2.236989934e+02 +3.031789934e+02 +3.031789934e+02 +2.1222e+00 +4.2291e-01 -2.4934e+00 +2.5761e+00 +2.6838e+00 -1.5627e+00 +3.1814e+00 -1.0407e-01 +4.5856e-01 -2.0182e+00 +4.3852e+00 -3.1257e+00 -4.7300e+00 +1.5580e+00 +6.0683e-01 -3.3141e-01 +2.2200e+00 -3.5025e+00 +3.6697e+00 -1.2875e+00
3 0 +2.172561899e+02 +2.967361899e+02 +2.967361899e+02 +7.9842e-01 -1.6775e+00 -5.0709e-01 -2.9770e+00 +2.2760e+00 -1.3911e+00 +3.6853e+00 -1.1606e+00 -1.3685e+00 -4.4913e+00 +3.2508e+00 +2.8642e+00 -1.4771e+00 -1.9693e+00 -1.3486e+00 +4.2451e+00 +1.3339e+00 -1.3366e+00 -3.8519e+00 +4.6632e+00
4 0 +2.008859201e+02 +2.803659201e+02 +2.803659201e+02 +1.5930e+00 +3.0766e+00 -1.9386e+00 +4.4761e+00 -1.7397e+00 +4.9364e+00 -1.9596e+00 -4.9714e+00 -4.8799e+00 -3.9722e+00 +3.4701e+00 -4.3856e+00 +7.3010e-01 -1.8321e-01 +1.6056e+00 +3.4834e+00 +1.9678e+00 -4.5779e+00 +4.3441e+00 +3.2082e+00
7 0 +1.895760497e+02 +2.690560497e+02 +2.690560497e+02 +3.1026e-01 +2.1830e-01 -5.1009e-01 +4.5491e+00 +3.4831e-01 -9.2789e-01 +3.5027e+00 -2.4880e-01 -8.5538e-01 +1.5127e+00 +1.6191e+00 +3.9571e+00 +1.3981e+00 -2.7489e+00 +4.2778e+00 +3.0774e+00 +2.9969e-01 +4.0699e+00 -2.4553e+00 -1.1613e+00
9 0 +1.820178737e+02 +2.614978737e+02 +2.614978737e+02 -9.6377e-03 +2.2632e+00 -4.9620e+00 +1.7308e+00 -4.4168e+00 +6.4064e-01 +3.5506e+00 -4.9134e+00 -2.5899e+00 -3.5492e-01 -4.9819e+00 -3.1926e+00 -1.9400e+00 +3.9873e+00 +4.6607e+00 +2.7839e+00 -5.2879e-01 -4.4102e+00 -3.6187e+00 -1.9384e+00
12 0 +1.599862924e+02 +2.394662924e+02 +2.394662924e+02 +4.6707e+00 -2.6532e+00 +3.7984e+00 +4.1701e+00 -1.9346e+00 +3.7242e+00 +1.4722e+00 +2.4648e+00 +4.7165e-01 -4.9888e+00 +6.9906e-01 +3.9861e+00 +2.8411e+00 -2.5729e+00 -2.6565e+00 +9.4886e-01 -7.3278e-01 -4.4649e+00 +1.5267e+00 -1.1644e+00
19 0 +1.409511107e+02 +2.204311107e+02 +2.204311107e+02 +1.2779e+00 -4.8840e+00 -2.5026e+00 -3.5493e-01 -4.1756e+00 -7.7567e-01 -2.9178e+00 +2.7140e+00 +3.1246e+00 +8.5751e-01 -4.8675e+00 +4.1720e+00 +1.0130e+00 -1.6237e+00 +4.8480e+00 +4.3221e+00 -4.9193e+00 +4.1711e-01 +5.7648e-01 -8.4568e-01
37 0 +1.220565128e+02 +2.015365128e+02 +2.015365128e+02 +1.0193e+00 -4.7626e+00 -3.9774e+00 -4.1629e-01 +1.2982e+00 +1.4371e+00 -7.2251e-02 +3.7412e-01 -1.7032e+00 +5.7572e-01 -2.8601e+00 +3.4410e+00 +4.7107e+00 -1.5807e+00 +3.8199e+00 +1.5890e+00 +3.5534e+00 +3.9125e-01 +1.0561e+00 +4.2377e+00
104 0 +1.187190244e+02 +1.981990244e+02 +1.981990244e+02 +2.6171e+00 -3.7621e-01 +2.0573e+00 -2.6447e-01 +1.4603e+00 -1.6229e+00 +1.8727e-01 -1.3807e+00 -3.8524e+00 +6.1075e-01 +1.7429e+00 -1.4881e+00 +7.3648e-02 +1.2178e+00 +1.3983e+00 +2.2578e+00 -1.0054e+00 -1.6489e+00 +2.6878e+00 +1.1557e+00
106 0 +1.031895864e+02 +1.826695864e+02 +1.826695864e+02 +1.0057e+00 -2.4211e-01 +2.7311e-01 -5.6060e-01 -2.6023e+00 -3.0496e+00 -3.9625e-01 +1.0299e+00 -3.1380e+00 -3.3356e+00 -3.8359e+00 +7.4129e-01 -7.1816e-01 -3.0124e+00 -1.1643e+00 -8.3169e-01 +1.3067e+00 -1.6356e+00 -4.1048e-01 -2.3311e+00
111 0 +9.183400790e+01 +1.713140079e+02 +1.713140079e+02 +1.4510e+00 -3.2700e-01 +3.3282e+00 -1.1699e+00 -1.4045e+00 -2.2596e-01 +1.3913e+00 +1.8694e+00 -1.6216e+00 -6.8109e-01 -3.4003e+00 -9.1820e-01 -3.0278e-01 +5.5605e-01 +2.3874e-01 +6.8694e-02 +2.5719e+00 -1.5139e+00 +6.7795e-01 -6.1639e-01
127 0 +4.409487438e+01 +1.235748744e+02 +1.235748744e+02 +2.1615e+00 -1.6015e+00 -1.1595e+00 -1.3468e+00 -7.7573e-01 -1.8458e+00 -1.3578e+00 +2.3477e-01 -4.8726e-01 -1.2886e+00 -3.0369e+00 +7.5524e-01 -1.0438e-01 -1.5568e+00 +4.2382e+00 +2.6956e+00 -1.7853e+00 -2.2072e+00 +8.0870e-01 +9.6729e-01
285 0 +3.966229947e+01 +1.191422995e+02 +1.191422995e+02 -7.2237e-04 -9.7204e-01 +1.3944e+00 +1.0144e+00 -9.1691e-01 +1.5294e+00 -9.7959e-01 -1.2294e+00 -2.0985e+00 -2.2812e+00 -3.3967e+00 -1.4590e+00 -7.7783e-01 -1.1212e+00 +2.1251e+00 +2.8747e+00 +1.4461e-01 -3.1367e+00 +9.3155e-01 -8.0479e-01
300 0 +3.388251630e+01 +1.133625163e+02 +1.133625163e+02 +1.7813e-01 -7.1645e-01 +7.4298e-01 +1.2853e+00 -1.5124e+00 +3.6287e-01 -6.8835e-01 -7.7701e-01 -9.3965e-01 -2.1608e+00 -1.5715e+00 +3.5560e-01 -4.7866e-01 -2.8873e-01 +9.4633e-01 +2.5350e+00 +1.2354e+00 -2.9954e+00 +1.4315e+00 -1.0628e+00
335 0 +2.970334853e+01 +1.091833485e+02 +1.091833485e+02 -1.0307e-01 -1.7519e+00 +2.2914e-01 +1.5737e+00 -1.1460e+00 +1.5095e+00 -1.2381e+00 -8.9302e-01 -1.1070e+00 -7.4533e-01 -2.4238e+00 +1.4098e+00 +1.1410e+00 -1.1459e+00 +1.1205e+00 +2.9686e+00 +1.0218e+00 -2.3536e+00 +9.7171e-01 +2.8416e-01
393 0 +2.759701167e+01 +1.070770117e+02 +1.070770117e+02 +1.0446e+00 -8.0003e-01 -4.7540e-03 -8.0502e-02 -1.0991e+00 +2.1060e-01 -1.7190e-01 -4.9598e-01 -1.3357e+00 -2.4417e+00 -1.8066e+00 +4.7895e-03 +6.8474e-01 -1.4691e-01 +1.5750e+00 +1.5680e+00 +1.0743e+00 -3.3053e+00 +1.1044e+00 +3.5895e-01
408 0 +2.544283894e+01 +1.049228389e+02 +1.049228389e+02 -2.1136e-01 -1.9753e+00 +5.7617e-01 +7.4461e-01 -1.2214e+00 +6.7584e-01 -1.2650e+00 -7.2403e-01 -1.3911e+00 -2.1415e+00 -3.0706e+00 +2.5809e-01 +7.2646e-01 -1.5554e+00 +2.1913e+00 +2.9340e+00 -5.1657e-01 -1.5312e+00 +1.1827e+00 +3.7611e-01
499 0 +2.248437164e+01 +1.019643716e+02 +1.019643716e+02 +9.5052e-01 -1.7736e+00 -3.7258e-01 +3.7883e-01 -1.3154e+00 -5.2090e-01 -8.3094e-01 -6.9535e-02 -8.7648e-01 -2.1075e+00 -1.9798e+00 +1.1149e+00 +7.7193e-01 -9.4605e-01 +1.8098e+00 +2.2153e+00 -5.4445e-02 -2.0958e+00 +1.0742e+00 +8.5073e-01
619 0 +2.200254834e+01 +1.014825483e+02 +1.014825483e+02 +8.2784e-01 -1.7736e+00 -3.7258e-01 +3.3488e-01 -1.3154e+00 -5.2090e-01 -6.5871e-01 -2.3427e-01 -8.7648e-01 -2.1898e+00 -1.8628e+00 +1.1149e+00 +8.2522e-01 -8.6512e-01 +1.9642e+00 +2.2543e+00 -5.4445e-02 -2.0958e+00 +1.0289e+00 +8.5073e-01
660 0 +2.135006721e+01 +1.008300672e+02 +1.008300672e+02 +4.7113e-01 -1.0747e+00 +2.7536e-01 +4.5015e-01 -1.2644e+00 +1.8724e-02 -9.3831e-01 -6.3213e-01 -8.1459e-01 -2.1244e+00 -2.6074e+00 +4.1262e-01 +7.7054e-02 -7.5956e-01 +1.9556e+00 +2.5337e+00 +3.4400e-01 -2.7900e+00 +1.3157e+00 -3.7694e-02
732 0 +2.083042672e+01 +1.003104267e+02 +1.003104267e+02 +6.8607e-01 -1.3178e+00 +6.2254e-02 +4.0288e-01 -1.2413e+00 -1.5716e-01 -8.8462e-01 -3.1358e-01 -9.1213e-01 -2.1278e+00 -2.2251e+00 +7.5692e-01 +4.6767e-01 -9.2069e-01 +1.9197e+00 +2.4453e+00 +1.4478e-01 -2.3768e+00 +1.2151e+00 +4.7364e-01
