% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.210000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.324486837e+02 +2.232386837e+02 +2.232386837e+02 -2.7456e+00 +2.2297e+00 +1.6916e+00 +3.6728e+00 +3.5033e+00 +1.4727e+00 -6.3723e-01 +6.6176e-01 -4.7087e+00 -9.3417e-02
2 0 +1.756401651e+02 +1.664301651e+02 +1.664301651e+02 +2.8373e+00 +4.1935e+00 +1.6246e+00 +1.6477e+00 +3.4453e+00 +1.0004e+00 -2.0262e+00 +3.3612e+00 -1.9681e+00 -2.4679e+00
7 0 +1.518489604e+02 +1.426389604e+02 +1.426389604e+02 +3.9424e+00 -4.4761e+00 +4.0355e+00 +4.3184e+00 -2.9181e+00 +2.8200e-01 +4.0393e+00 +3.5169e+00 -9.1940e-02 +9.9509e-01
19 0 +1.373035082e+02 +1.280935082e+02 +1.280935082e+02 +1.2485e-01 -4.8562e+00 -1.4010e-01 +1.2858e+00 +4.1110e+00 +4.7180e+00 +3.5762e+00 +4.2755e+00 +3.0024e-01 -2.0584e+00
32 0 +1.144931475e+02 +1.052831475e+02 +1.052831475e+02 +3.6066e+00 -4.6731e+00 -1.6961e+00 +3.5059e+00 +2.0143e+00 -6.5945e-01 +4.7019e+00 +2.6961e+00 +1.3981e+00 -4.6722e+00
48 0 +1.094513225e+02 +1.002413225e+02 +1.002413225e+02 +1.8412e+00 +3.0711e+00 -3.0947e+00 -9.0653e-01 +7.0553e-02 -7.2321e-01 -6.8235e-01 +4.0468e+00 +4.7644e+00 -4.1018e+00
78 0 +9.233295736e+01 +8.312295736e+01 +8.312295736e+01 -4.1964e+00 -2.3661e-01 +2.8580e+00 +3.9004e+00 +3.7969e+00 +3.4575e+00 +4.8390e+00 +6.6370e-01 +3.4001e+00 -4.8721e+00
202 0 +8.601136052e+01 +7.680136052e+01 +7.680136052e+01 -4.9652e+00 -3.6181e-01 +5.0000e+00 +4.8313e+00 +4.7804e+00 +4.5940e+00 +4.9300e+00 -1.6322e+00 +5.0000e+00 -5.0000e+00
902 0 +8.169242703e+01 +7.248242703e+01 +7.248242703e+01 +9.9358e-01 +3.5735e+00 +4.8909e+00 -8.4262e-01 -2.4813e+00 -2.6815e+00 +2.7494e+00 +2.7169e+00 +4.4411e+00 -5.0000e+00
1001 0 +7.812007345e+01 +6.891007345e+01 +6.891007345e+01 +5.1771e-01 +4.4389e+00 +5.0000e+00 -9.8294e-01 -2.9112e+00 -3.0071e+00 +2.9400e+00 +2.8816e+00 +4.7657e+00 -4.8640e+00
1101 0 +7.423900628e+01 +6.502900628e+01 +6.502900628e+01 +2.1075e-01 +4.6271e+00 +4.9496e+00 -8.2299e-01 -3.0274e+00 -3.1105e+00 +3.3496e+00 +2.9713e+00 +4.8594e+00 -4.9209e+00
