% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.919341632e+06 +5.919286692e+06 +5.919286692e+06 +3.7523e+00 +1.3205e+00 +1.4097e+00
2 0 +5.804036372e+04 +5.798542372e+04 +5.798542372e+04 -1.7865e+00 -1.0184e+00 +9.6792e-01
7 0 +5.407396171e+04 +5.401902171e+04 +5.401902171e+04 +5.0377e-01 -1.3428e+00 +7.9498e-01
16 0 +6.338764930e+03 +6.283824930e+03 +6.283824930e+03 -3.8987e-01 -9.5800e-01 +6.6672e-01
89 0 +6.252524679e+03 +6.197584679e+03 +6.197584679e+03 +3.9612e-01 -2.8725e+00 -4.7251e+00
102 0 +4.600704086e+03 +4.545764086e+03 +4.545764086e+03 -2.7162e-01 -9.0217e-01 +9.8483e-01
502 0 +3.521129480e+03 +3.466189480e+03 +3.466189480e+03 +9.7454e-02 -1.3107e+00 -4.3016e-04
505 0 +1.898523345e+03 +1.843583345e+03 +1.843583345e+03 -4.3810e-01 -1.3285e+00 -3.0329e-01
704 0 +5.057455282e+02 +4.508055282e+02 +4.508055282e+02 -1.1318e+00 -2.6242e+00 -4.6548e+00
2901 0 +7.765308520e+01 +2.271308520e+01 +2.271308520e+01 -1.5201e+00 -2.1107e+00 -3.2035e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.913000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.880615199e+06 +4.880674329e+06 +4.880674329e+06 -6.9035e-01 +2.4077e+00 +3.4936e+00
2 0 +1.173942406e+06 +1.174001536e+06 +1.174001536e+06 +4.4732e+00 -2.5688e-01 -2.5377e+00
7 0 +1.872328191e+05 +1.872919491e+05 +1.872919491e+05 -3.0449e+00 +2.1356e+00 +2.0723e+00
36 0 +1.665815494e+05 +1.666406794e+05 +1.666406794e+05 -2.5405e-01 +9.8934e-01 +2.4004e-01
42 0 +3.835219205e+04 +3.841132205e+04 +3.841132205e+04 +4.5192e-01 +1.0300e+00 -4.2163e+00
101 0 +5.989198494e+03 +6.048328494e+03 +6.048328494e+03 +4.9352e-01 +1.3228e+00 -4.9277e+00
207 0 +1.240722853e+02 +1.832022853e+02 +1.832022853e+02 -5.0000e+00 +3.0599e+00 +8.3941e-01
